transcript,average read density,Spearman's coefficient,Pearson's coefficient
YGR038C-B,35.8736242138,0.411437325425,0.315599898707
YER168C,0.811772758385,0.446130151747,0.488669100333
YPL265W,3.06435944141,0.578026169311,0.599829734614
YOR227W,0.135636057287,0.276873510809,0.328975893319
YOR081C,0.27922705314,0.420343143151,0.414488816426
YEL026W,14.5621890547,0.62910951978,0.57843613116
YGR050C,0.180790960452,0.086824122312,-0.0457177173656
YDR021W,0.589215686275,0.380479210626,0.103548622446
YGL063W,0.0460878885316,0.181770085397,0.201950240558
YPL212C,1.55463917526,0.45743024382,0.476071495723
YOL157C,0.0641509433962,0.228124254656,0.20199302871
YPR095C,0.115681233933,0.216773852027,0.265270017987
YOR310C,12.4896755162,0.513724107902,0.536918062155
YDR188W,5.91375770021,0.548376545506,0.503360531834
YAL027W,0.217821782178,0.319583401619,0.383005438001
YGL236C,0.169398907104,0.288772585973,0.227309979535
YHR133C,2.11637931034,0.498611622588,0.481054363424
YDR017C,0.456104944501,0.428020464815,0.390568485496
YIL090W,0.348765432099,0.413151442753,0.461050108005
YBR183W,0.221789883268,0.297181480086,0.425346475223
YOL048C,0.163722025913,0.315126405056,0.291528471403
YML039W,36.5,0.426444727119,0.310825623727
YCR007C,0.0962962962963,0.408063132429,0.414349556795
YDR016C,1.15238095238,0.535281277065,0.605881384836
YEL004W,0.241460541814,0.411826308295,0.489984668416
YPR057W,0.215130023641,0.286474424923,0.313266677442
YLL032C,0.287206266319,0.329692999028,0.361271115207
YDR116C,0.918879056047,0.371663766611,0.377908669086
YLR030W,0.0277777777778,0.124536289928,0.111618357377
YDR122W,0.453067993367,0.430294124103,0.478805832913
YOL062C,0.4375,0.41325212932,0.431988273909
YNL234W,0.0908265213442,0.182898576169,0.259726535893
YLR467W,0.743043561696,0.385042028437,0.440447471106
YJL194W,0.367841409692,0.433012539053,0.473479551733
YOL015W,0.000632511068944,0.0587545871088,0.0545479101088
YDL070W,1.16407599309,0.464405293897,0.553244284865
YOR241W,1.07498295842,0.518905978851,0.527959468425
YLR056W,9.77777777778,0.643869223129,0.577838248342
YKL110C,0.955380577428,0.542439477748,0.585140182063
YNL255C,17.5886524823,0.412799185667,0.465549792182
YLR204W,0.897435897436,0.369932452142,0.425062799312
YML097C,0.528911564626,0.416881877793,0.415383503755
YKR007W,0.896,0.548711635272,0.621363304458
YHR193C,67.3304347826,0.288060160899,0.342201727587
YBL099W,11.0939643347,0.592674359312,0.518616359402
YNL305C,0.865546218487,0.513139825767,0.421291674007
YMR023C,0.0656673804425,0.189308458976,0.202592180842
YOR119C,0.678431372549,0.328552754461,0.329104458512
YNL187W,0.0234899328859,0.163806568073,0.172068988304
YMR101C,0.0140845070423,0.0787818665863,0.0584396827919
YCL045C,2.46790299572,0.625632946458,0.555654707392
YCR061W,1.17424242424,0.49127030929,0.413795374701
YPR115W,0.172526041667,0.306314909096,0.336629537164
YHR088W,1.68502824859,0.481222110479,0.495048028608
YBR017C,1.56305781917,0.488575014967,0.433237266372
YPR162C,0.368794326241,0.374290236449,0.375480878316
YGR166W,0.199600798403,0.35128008806,0.379662952269
YDL161W,1.92151898734,0.4447262438,0.145349460397
YKL050C,0.00270374662032,0.0924063712853,0.0933379284945
YJR055W,0.425396825397,0.458193779616,0.503481016627
YGL099W,2.19621342513,0.561069240607,0.584355687399
YFL030W,0.021472392638,0.134364387538,0.22505746066
YIL119C,0.462643678161,0.406888822024,0.427119309614
YPL193W,0.273291925466,0.311449606062,0.308156936429
YNL005C,1.0608974359,0.550397872034,0.577872857363
YJL144W,0.355555555556,0.309587125336,0.38893281364
YBR012W-B,34.5704183854,0.338297906027,0.298755106713
YBR012W-A,101.970253718,0.623937537523,0.571518087019
YJR139C,16.2,0.515155359491,0.46444256719
YBR133C,0.314236111111,0.43329241136,0.428596150871
YBR162C,11.8695286195,0.623956309112,0.581167815318
YFL002W-B,6.9780123131,0.5683050024,0.169913575462
YJL079C,1.60833333333,0.553488817405,0.475033002195
YGL019W,2.06544901065,0.621096276806,0.520865100923
YGR201C,0.110441767068,0.401660688901,0.404465178381
YNL172W,0.0876258140912,0.252343428787,0.293912840196
YNL058C,1.46303501946,0.402418547664,0.215210195112
YPL160W,10.5011315875,0.592485912606,0.522471413063
YNL023C,0.245401030169,0.365852343057,0.410686221949
YDR214W,4.62084765178,0.577909500416,0.664942828954
YIL126W,0.971538461538,0.459614308311,0.406740191866
YLR295C,4.46666666667,0.460045758159,0.55386240923
YHR168W,0.122004357298,0.309394678082,0.351374287578
YOR064C,0.1375,0.212871431464,0.267163538782
YNL318C,0.001386001386,0.0251297105413,0.0469435414991
YOL081W,0.17527593819,0.315618247169,0.338028195028
YOL036W,0.325261158594,0.418372898951,0.416752603799
YGL148W,7.66666666667,0.457514090209,0.394173120976
YBR282W,1.86973180077,0.676534928546,0.6218457667
YDR194C,1.43691460055,0.511854516806,0.526522295748
YOL114C,0.123543123543,0.271637921635,0.416327642842
YJR108W,0.0572916666667,0.114171539264,0.00754127372311
YNR030W,0.936314363144,0.49036111028,0.578583321056
YDR466W,0.230830353596,0.311233588599,0.293828253554
YFR045W,0.289333333333,0.358586884054,0.349962186666
YIL002C,0.157459601654,0.270149762048,0.327897661931
YGR159C,10.4291079812,0.556312566282,0.537619675917
YLR369W,0.554626532887,0.426873559111,0.496126262411
YFR032C,0.0101449275362,0.0878691388351,0.118768373512
YNL118C,1.08415660446,0.515540725194,0.537646262815
YGL228W,2.02123552124,0.522659743351,0.550142099451
YJR117W,2.01015228426,0.550616532678,0.650527157409
YLR357W,0.602409638554,0.454025666126,0.462796015613
YER127W,1.31543624161,0.439754547225,0.429853368292
YJR093C,0.748756218905,0.482475502365,0.519467684723
YLR017W,2.57673860911,0.593109786232,0.607860747398
YHR110W,0.83660130719,0.553711782959,0.512355000871
YBR041W,0.76174863388,0.529145601638,0.51867112142
YNL212W,1.05440295067,0.50034707328,0.462670830014
YCL068C,0.124378109453,0.332972564735,0.318620381406
YDL039C,0.00417318727178,0.113841204363,0.107061539957
YOR264W,1.33782569632,0.549818413942,0.457859176249
YBL029C-A,0.695238095238,0.584640597643,0.518002866568
YGL173C,3.49081007488,0.562991449867,0.516511150267
YNL275W,0.170857511283,0.328333831479,0.34808324288
YAR015W,5.06072874494,0.56043259238,0.494402971516
YOR384W,0.0456692913386,0.145518493005,0.187932222041
YLL051C,0.265441551812,0.39665721896,0.420152687226
YDR427W,2.61477045908,0.511012857642,0.428004226851
YLR079W,1.63703703704,0.665002080456,0.596864800404
YLR408C,0.534391534392,0.489527563966,0.531135170348
YMR093W,1.15345080764,0.519863292898,0.44019247941
YKR066C,2.92825607064,0.506688251092,0.411061518439
YDR079W,1.0641025641,0.613077581524,0.410954766732
YMR268C,0.174891774892,0.299241280099,0.316970146988
YML070W,3.88126984127,0.591135359357,0.558085214658
YPR072W,1.65668662675,0.546042904237,0.521184419501
YMR108W,7.991507431,0.536200436297,0.554414433681
YCR091W,0.0877458396369,0.285532675649,0.266769649382
YER062C,7.01570680628,0.571177976069,0.183983178606
YDR244W,0.476793248945,0.31718503508,0.393248820466
YER189W,1.07936507937,0.373035188707,0.469966290938
YDL137W,22.2896174863,0.431025002892,0.392380093333
YGR271W,0.321453529001,0.416542876588,0.460520729585
YDR233C,10.2415254237,0.467347543029,0.507700480564
YGR071C,0.151477320017,0.301314165906,0.382897769176
YCR106W,0.0646830530401,0.190416783799,0.253062520886
YER109C,0.0018691588785,0.0260943829844,0.0263386589562
YDR489W,0.285106382979,0.474634883109,0.589798959451
YPL282C,0.104761904762,0.179939658476,0.106398943379
YPR049C,0.131665177242,0.222420422295,0.288747723472
YDL057W,0.270136307311,0.375161558423,0.315102406026
YGR257C,0.220412595005,0.354159018813,0.3919011788
YPL235W,3.18932038835,0.532460317819,0.521338530322
YLR155C,0.0803080308031,0.171929909173,0.12631564732
YBL087C,178.85042735,0.711914563362,0.678721330834
YJL132W,0.0694645441389,0.205722663002,0.302802535822
YGL190C,0.87437544611,0.39127040835,0.437925521982
YBR110W,0.64188034188,0.448355059783,0.449462004088
YDR144C,1.28367473619,0.491918677116,0.359167420196
YFL046W,0.858108108108,0.452229621382,0.617898073151
YOR103C,3.35585585586,0.652472870934,0.645916932501
YKL137W,2.99358974359,0.692230014825,0.679765254858
YDR447C,140.588744589,0.447789053052,0.46093640112
YAL061W,0.472998137803,0.377436614399,0.384656714126
YPR145W,12.669265757,0.601696042345,0.630243493816
YJL063C,1.21787709497,0.553019388937,0.489325999934
YMR149W,2.68869309838,0.491614118558,0.483009669087
YIR010W,0.302385557705,0.382137188402,0.400672037887
YDR331W,0.983901515152,0.463729638046,0.511704096337
YJL114W,0.0419161676647,0.158450019053,0.201367436332
YKR044W,0.130208333333,0.259738847828,0.249791845229
YLR433C,0.728070175439,0.504054725544,0.521272151472
YMR068W,0.0644868301544,0.271288479469,0.338304593445
YLR157C-A,103.789151356,0.635268750512,0.578297813217
YLR157C-B,36.5019654088,0.430303943647,0.313176980971
YER032W,0.262341901265,0.343333066034,0.488932915992
YJR070C,10.1403508772,0.508972455256,0.513333773353
YGL005C,0.418181818182,0.389698111847,0.415531621968
YHR043C,1.36541889483,0.445325192307,0.479545991659
YDL111C,1.20873786408,0.6324886974,0.619007544336
YPL007C,0.277252678009,0.364128492861,0.374559091056
YKL159C,0.350877192982,0.408852706785,0.673353816958
YDR507C,0.967682363804,0.449548185949,0.405030547436
YLR138W,0.410727141829,0.340193196226,0.376361513523
YBR101C,1.97546897547,0.477302946278,0.615678534199
YLR396C,0.278481012658,0.352510131468,0.401956143905
YBR245C,1.24112149533,0.569263451592,0.450796060599
YJL216C,0.00574712643678,0.0490768913616,0.0813263485505
YLL029W,1.11256038647,0.459853285028,0.424575083048
YBR210W,0.855421686747,0.468858146981,0.530395249829
YPL103C,0.251833740831,0.358537763909,0.38540088088
YIL103W,0.693989071038,0.485978112911,0.474085866324
YIL152W,0.179924242424,0.232333829072,0.300751474769
YDR341C,7.44221411192,0.52901225784,0.449909395216
YJR096W,0.641255605381,0.516485611789,0.542977500797
YGR143W,0.350655430712,0.384351221228,0.46122064376
YGR112W,0.248484848485,0.391989856413,0.389680775171
YLR256W,0.890736890737,0.445570266813,0.380412101732
YHR174W,627.297178131,0.560433899676,0.480568902871
YOR012W,0.269230769231,0.31669071122,0.383498055634
YHR062C,0.811965811966,0.444124952904,0.485098631039
YDL213C,2.8453815261,0.46358140516,0.458897755188
YDR317W,0.0798122065728,0.265717775707,0.316464934717
YDR478W,0.297362110312,0.432476007436,0.440307688153
YNL106C,0.177639383155,0.304849667753,0.35962953329
YOR378W,0.0665204678363,0.238954558654,0.196697798496
YFR015C,0.283513097072,0.353970295553,0.339364190987
YMR230W,125.02173913,0.642059821153,0.583868816716
YIL092W,0.0609756097561,0.1729279861,0.155137504957
YAR009C,14.8900615655,0.542588426934,0.491303203653
YLR321C,1.46230699364,0.480895127487,0.459422794645
YGR052W,0.0559139784946,0.112355715908,0.0953658390894
YJR161C,2.03395061728,0.503466762721,0.43937321356
YOR278W,0.344135802469,0.397312918733,0.444109442279
YNL085W,2.15477734544,0.571103015631,0.507947775419
YGL061C,0.689716312057,0.279414797788,0.35113425017
YPL210C,1.64888123924,0.565353689177,0.508145987235
YOR087W,0.556818181818,0.456417332037,0.438573830512
YGL234W,8.10139075819,0.594222776072,0.524373462859
YOR347C,0.777777777778,0.465211697456,0.512236838978
YPR093C,0.190684133916,0.354739797682,0.330444033437
YAL029C,0.380783758263,0.358491759662,0.354188493494
YOL155C,1.38619676946,0.461864688808,0.220524867159
YDR421W,0.127197904976,0.212606195945,0.26999624501
YGL171W,1.32277227723,0.468907632098,0.529925331657
YDR294C,1.05471698113,0.459388332475,0.480343727783
YHR135C,1.95059151009,0.516141865835,0.347818475323
YBR181C,210.926553672,0.553611165082,0.527646095369
YOR078W,1.97419354839,0.496788748781,0.479355594045
YOR243C,1.59535386278,0.489701656194,0.500451222769
YMR165C,0.349107513491,0.395758424552,0.456321041652
YCR005C,1.61429758936,0.520545769574,0.590053682181
YGR296W,0.785,0.372928172812,0.412838732301
YPR055W,0.330019880716,0.428659762269,0.428610972981
YHR037W,1.54521963824,0.478584537222,0.469271098029
YLR032W,0.276576576577,0.386588916581,0.403123558063
YLR089C,1.78236397749,0.557602826447,0.519723571459
YBL027W,202.453846154,0.597358118035,0.575972965698
YOL060C,0.518804739825,0.439310053739,0.480250457292
YNL208W,14.1904761905,0.374932527321,0.449077947261
YNL232W,1.55793991416,0.572682753664,0.537486638682
YDL076C,0.655319148936,0.468239038512,0.377847988487
YDR120C,1.75081539465,0.49670917181,0.47542161642
YJL192C,3.27238095238,0.557273650679,0.460570311763
YLR054C,0.0170426065163,0.13671090576,0.121731088193
YLR009W,5.28333333333,0.518720513344,0.386250718156
YDR063W,2.76296296296,0.560429853484,0.563926119201
YGR238C,0.0911300121507,0.210954043693,0.23239549187
YLR423C,0.216945996276,0.233744479016,0.177846824189
YLR105C,0.183438155136,0.245379004068,0.237433162033
YML091C,0.180810731992,0.329041149685,0.352752524079
YHR191C,1.02252252252,0.453684549519,0.497910452774
YDL098C,0.540740740741,0.304239553126,0.325272183927
YKR005C,0.00786838340486,0.188477844909,0.25103913845
YMR143W,140.007936508,0.435947411592,0.420122298796
YCR063W,0.380952380952,0.398995569312,0.441199408264
YNL189W,5.80745341615,0.601969025306,0.457293034593
YCL047C,0.566164154104,0.403149474368,0.398952987231
YGL122C,3.330472103,0.60168280614,0.300308318822
YDL018C,1.11646586345,0.474965276607,0.496544027497
YOR120W,0.29512516469,0.433599676865,0.410650889924
YPR160W,0.576907868723,0.372075604364,0.374434285788
YBL060W,0.166135881104,0.299906529418,0.260752356219
YBR019C,0.00364583333333,0.000121969589799,-0.0132215576646
YKL056C,92.9598765432,0.53835032772,0.376987857691
YPL068C,0.32905982906,0.484800572226,0.520832989466
YJR057W,1.06794055202,0.482903137965,0.425377398027
YKL178C,0.066504460665,0.208617564637,0.152055226296
YLR377C,0.00230680507497,0.125577882438,0.228634387135
YBL063W,0.155893536122,0.265266270394,0.351901999048
YAL059W,1.76906318083,0.551364255633,0.49207592644
YNL007C,11.1160409556,0.581234268317,0.516435712562
YPL148C,0.0734463276836,0.302204495191,0.34504957236
YJR137C,0.60014461316,0.433568073348,0.46468758911
YDR397C,2.38314176245,0.529605159981,0.430541829964
YMR021C,0.320297951583,0.326526096059,0.484598280679
YMR074C,3.8023255814,0.432251549434,0.295597346724
YDR378C,3.23456790123,0.431533782818,0.469320632354
YJR039W,0.0536723163842,0.192193809015,0.275021084465
YOR104W,0.366218236173,0.428572505116,0.429727062951
YFL009W,0.588425925926,0.460089826675,0.482432951353
YLR297W,0.214285714286,0.412131376263,0.4844826884
YDR216W,0.0954641350211,0.250631593031,0.292673127947
YIL120W,0.0238095238095,0.093824087846,0.0816363640663
YNL021W,0.635239567233,0.463823110396,0.428647370067
YGR095C,1.29674796748,0.599308146189,0.650945955231
YCL027W,0.233259749816,0.343744051945,0.341732209184
YHR029C,1.20709219858,0.474653052644,0.41512750443
YAL033W,0.859649122807,0.43314021861,0.525679328134
YBR284W,0.0243902439024,0.128944910427,0.120479103436
YNR036C,3.64539007092,0.366254690901,0.299330808337
YNR049C,0.673289183223,0.236240266332,0.389834703143
YDR192C,0.623539982031,0.488679321086,0.500165914936
YOL112W,0.133179368745,0.194963756232,0.254060996928
YML109W,0.272178180445,0.397002781105,0.434880808316
YOL083W,0.0915958451369,0.290952588932,0.401492149627
YNL251C,1.34302325581,0.49533699445,0.476577208899
YBL004W,0.734045466995,0.430223455504,0.472240331711
YBR164C,4.1747311828,0.605503743757,0.570298415118
YHR074W,1.40356234097,0.529949011632,0.503967346998
YDR464W,0.290213178295,0.356860761262,0.368481450018
YFR030W,0.397540983607,0.395042475794,0.446874964326
YBR131W,0.128682170543,0.297460874508,0.284426839589
YKL078W,0.355522682446,0.361466358343,0.434366723563
YIL055C,0.0733568075117,0.253025642333,0.247768053182
YPL053C,1.33161068045,0.50218611811,0.5378918342
YLR351C,2.55603448276,0.58704198165,0.4543660995
YNR014W,0.241830065359,0.388958534014,0.479544887819
YGR027W-A,101.846019248,0.619981431142,0.579753699402
YER125W,2.36222222222,0.529957168759,0.348636789638
YER152C,0.602430555556,0.423391717594,0.503246183601
YLR015W,0.361733931241,0.31303911784,0.336323780116
YHR116W,0.471014492754,0.337149601267,0.25116184704
YPL259C,0.575320512821,0.440618277429,0.413687279999
YGR093W,0.456101190476,0.441132401828,0.425708039067
YDL037C,0.00123915737299,0.0605783009862,0.0347884417824
YPR070W,0.301775147929,0.363448506686,0.3832320501
YOR386W,0.201581027668,0.388587658941,0.44211841917
YAR042W,0.5119574845,0.400876687779,0.396252128469
YPR198W,0.49173553719,0.464080553207,0.420599722713
YHL038C,0.188558085231,0.377649704776,0.452979922518
YLL053C,0.00358422939068,0.178647400253,0.320169504856
YDR425W,0.187279151943,0.296580633835,0.235299002231
YML076C,0.18945386064,0.32616475279,0.318186565779
YKR060W,0.725581395349,0.35806510442,0.323295080532
YER069W,0.268656716418,0.350412442475,0.392263707804
YMR091C,1.82358156028,0.523821488842,0.56803933123
YER012W,6.0479616307,0.413531223202,0.533027302739
YHR098C,1.46666666667,0.475755087492,0.538429568974
YDL135C,5.71794871795,0.609641958496,0.720144600584
YCR093W,1.11501545469,0.519854173146,0.423745448335
YGR273C,0.00289855072464,0.126960694915,0.101875210082
YBR069C,2.86488095238,0.562978617594,0.666146410978
YGR077C,0.15786163522,0.276837599398,0.345534057198
YCR104W,0.107692307692,0.184690337448,0.13959379945
YDR512C,1.84114583333,0.167231326443,0.160218203732
YGR255C,0.489682539683,0.429351690536,0.4851759824
YDL051W,5.92901234568,0.622704189669,0.475814729202
YBL102W,1.32264957265,0.586184006614,0.566691699354
YPL237W,10.3289085546,0.475867494866,0.423069873084
YLR120C,1.04444444444,0.440969368106,0.460108419233
YEL043W,0.280193236715,0.380736062799,0.334957790099
YNL068C,0.350352843504,0.363902198065,0.402383083522
YBL002W,54.8842592593,0.506005693777,0.511737491502
YDR146C,0.797435897436,0.514537855529,0.605402978006
YBR112C,7.66152149945,0.567334031861,0.323447360759
YBL081W,6.46494066882,0.564535883259,0.0637228064159
YFL040W,0.000693000693001,0.0713321970121,0.0838212457932
YNL326C,0.241877256318,0.428660227448,0.624963064554
YDR337W,1.2657856094,0.47844299009,0.630642164664
YJL061W,0.729867482161,0.506998516276,0.482453092871
YPR147C,0.801360544218,0.444375032414,0.534885432458
YDR441C,1.04371584699,0.419005004669,0.54535681477
YPL094C,3.44496124031,0.596751608126,0.629303974595
YPL023C,0.85005574136,0.468387617523,0.479874864456
YDR231C,0.65296803653,0.458031616016,0.38812581888
YJL112W,0.227989821883,0.270111543476,0.273124773718
YFL066C,0.5995995996,0.416748655194,0.43366648369
YNL193W,0.35203740815,0.378587904385,0.433273088174
YML058W,21.5333333333,0.749291514831,0.646073527353
YBR188C,0.897119341564,0.54313065541,0.412337783706
YER034W,0.883597883598,0.489995911956,0.499217274633
YJR076C,2.42415730337,0.601517865581,0.571518285491
YKL157W,2.98917506532,0.505390814047,0.540468844579
YBR003W,0.451690821256,0.353012270508,0.44037732001
YPR129W,3.33563218391,0.506020729834,0.581714991807
YDL113C,0.282845668388,0.356751879614,0.334175074905
YMR135C,0.243265993266,0.365316142882,0.364282856629
YPL005W,0.0499695307739,0.250010189189,0.247509154557
YBR247C,1.69339622642,0.494722030008,0.360991498489
YLR185W,201.379310345,0.381280788177,0.207555675404
YJL210W,0.262578616352,0.396572049866,0.31798422859
YLR398C,0.75325732899,0.448100103455,0.427301927736
YIL154C,0.787456445993,0.377552578261,0.318842613397
YIL101C,0.0487528344671,0.172698827099,0.18669170347
