transcript,average read density,Spearman's coefficient,Pearson's coefficient
YPL212C,4.01718213058,0.504563315381,0.467030765971
YOL157C,0.194968553459,0.300484427324,0.276404673158
YPR095C,0.285061411025,0.283712547991,0.336124477211
YOR310C,30.6769911504,0.551784420466,0.550763902082
YDR188W,15.4373716632,0.573807997254,0.497389420251
YAL027W,0.582508250825,0.349450876911,0.42843822947
YGL236C,0.42349726776,0.347959441372,0.251345016314
YHR133C,6.125,0.540263682054,0.545930986097
YDR017C,1.19206189035,0.481156857423,0.453810019487
YIL090W,0.954475308642,0.489179992556,0.525063218298
YBR183W,0.657587548638,0.423510542547,0.460368845454
YOL048C,0.4617196702,0.387973073005,0.331652901689
YML039W,95.2904874214,0.421985038101,0.310739661013
YCR007C,0.246296296296,0.355315917971,0.396272799452
YDR016C,2.89523809524,0.448095537699,0.384231903024
YEL004W,0.67726737338,0.557704472166,0.61131648227
YPR057W,0.672576832151,0.413760663915,0.45759092497
YLL032C,0.72454308094,0.437587605122,0.449949739615
YDR116C,2.5,0.500586471079,0.535257715504
YLR030W,0.0915032679739,0.201082061194,0.268001133851
YDR122W,1.26600331675,0.545028677734,0.570332361288
YOL062C,1.13117283951,0.512425067396,0.469616008974
YNL234W,0.239782016349,0.281704115325,0.382350691516
YLR467W,2.10995970063,0.45471497444,0.436806375432
YJL194W,1.04331864905,0.538725367938,0.631132959198
YOL015W,0.00379506641366,0.005318217845,-0.00947223577497
YDL070W,2.98445595855,0.556648119138,0.574531383919
YOR241W,2.8200408998,0.592508283347,0.567496241649
YLR056W,27.1220043573,0.706155966107,0.630927324233
YKL110C,2.48687664042,0.495702083433,0.583888362759
YNL255C,45.7765957447,0.249292829438,0.24996359306
YLR204W,3.3141025641,0.486738605031,0.484011644405
YML097C,1.3656462585,0.473837105808,0.446388072013
YKR007W,2.096,0.488747890457,0.500647966639
YHR193C,151.286956522,0.366218855489,0.474555367123
YBL099W,27.7263374486,0.633776755479,0.578979128541
YNL305C,2.67226890756,0.659173254867,0.561470771214
YMR023C,0.164168451106,0.31986905,0.357612814482
YOR119C,1.76862745098,0.387299165008,0.391454585589
YNL187W,0.0704697986577,0.267974520359,0.240109030055
YMR101C,0.0422535211268,0.0830080592292,0.0472015164702
YCL045C,6.64241559677,0.671822963055,0.617459123321
YCR061W,3.28438228438,0.562575547112,0.445578859566
YPR115W,0.467122395833,0.425312988644,0.434182911042
YHR088W,4.58050847458,0.502563502536,0.504294056459
YBR017C,3.98874660458,0.515125217297,0.423204375727
YPR162C,0.969503546099,0.401920215799,0.430728661959
YGR166W,0.516966067864,0.403441947983,0.455007893439
YDL161W,4.74852320675,0.541691512919,0.21388854813
YKL050C,0.00463499420626,0.0910414841842,0.131545431695
YJR055W,1.05079365079,0.519892051214,0.487317438158
YGL099W,5.57831325301,0.655099850679,0.639392242708
YFL030W,0.0613496932515,0.144365576584,0.194634374005
YIL119C,1.18103448276,0.463235014379,0.525551059275
YPL193W,0.749482401656,0.453136838553,0.511449122364
YNL005C,2.87713675214,0.598881419033,0.573905876535
YJL144W,0.8,0.45239249244,0.517666702006
YBR012W-B,90.4097426832,0.337310291745,0.293434955082
YBR012W-A,270.649168854,0.667470271122,0.607655526001
YJR139C,41.6566666667,0.534132882367,0.482000251133
YBR133C,0.916232638889,0.525859927074,0.569553865687
YBR162C,31.1153198653,0.654716802555,0.64616050305
YFL002W-B,19.2814423923,0.54561495468,0.263620128012
YJL079C,4.28888888889,0.582356861112,0.507578555341
YGL019W,5.599695586,0.615532577656,0.623764026943
YGR201C,0.335341365462,0.412117255278,0.456027214395
YNL172W,0.235247681074,0.3087906487,0.332322176433
YNL058C,3.1673151751,0.477652277028,0.1953053909
YPL160W,26.3498221791,0.591111860835,0.531840877054
YNL023C,0.66004415011,0.455438933573,0.452714959574
YDR214W,12.3825887743,0.65447641459,0.630708678836
YIL126W,2.56769230769,0.500189066669,0.427002977829
YLR295C,11.3487179487,0.46845967423,0.595038944421
YHR168W,0.353667392883,0.319945477014,0.343512978538
YOR064C,0.341666666667,0.411671306825,0.434762749216
YNL318C,0.002772002772,-0.0282106332435,0.0428212072016
YOL081W,0.461368653422,0.422609643763,0.4065380754
YOL036W,0.868471035138,0.472257330093,0.458817555357
YGL148W,20.7770767613,0.513902627309,0.442202867877
YBR282W,4.68199233716,0.637612998234,0.566151100874
YDR194C,3.51515151515,0.558738730253,0.509550633038
YOL114C,0.291375291375,0.313084000802,0.323408560548
YJR108W,0.510416666667,-0.0228518973653,-0.0793209218123
YNR030W,2.57181571816,0.590221032219,0.616027978501
YDR466W,0.615017878427,0.424416160364,0.407322672383
YFR045W,0.766666666667,0.502158831832,0.514619968074
YIL002C,0.435550544908,0.329196929411,0.410091250783
YGR159C,25.5107981221,0.624064215136,0.550186190627
YLR369W,1.44704570792,0.515812415327,0.524306012326
YFR032C,0.0275362318841,0.113363066906,0.0557636995922
YNL118C,2.80021953897,0.578411847447,0.581975969241
YGL228W,5.01930501931,0.546356818747,0.620801669049
YJR117W,5.44077834179,0.624565024634,0.666495152389
YLR357W,1.60321285141,0.518796356257,0.523994561238
YER127W,3.52237136465,0.516621763937,0.424303942734
YJR093C,1.9092039801,0.533481933741,0.525326940977
YLR017W,6.63429256595,0.66631283239,0.659666957202
YHR110W,2.13725490196,0.6436011057,0.556822421766
YBR041W,1.99672131148,0.601835307386,0.555420379639
YNL212W,2.65836791148,0.571953981906,0.5231586186
YCL068C,0.291873963516,0.372611114945,0.29493772291
YDL039C,0.0109546165884,0.109229063631,0.127623230404
YOR264W,3.56424079066,0.56794610267,0.543606602242
YBL029C-A,1.94285714286,0.681492556161,0.658362496126
YGL173C,9.36056274109,0.602423507329,0.540378677772
YNL275W,0.42166344294,0.320100200463,0.409666445565
YAR015W,12.8933873144,0.574016062962,0.532645400111
YOR384W,0.150656167979,0.23592767614,0.289276951638
YLL051C,0.708014293007,0.504501424207,0.501347510818
YDR427W,6.94610778443,0.605280994647,0.48619954711
YLR079W,3.99703703704,0.711252988041,0.594447795817
YLR408C,1.50793650794,0.643260273802,0.669741190053
YMR093W,3.11527165932,0.582614765241,0.495046802194
YKR066C,8.28587196468,0.563081677396,0.502772679267
YDR079W,3.35897435897,0.667652751217,0.619270694161
YMR268C,0.484848484848,0.372237830436,0.304108099028
YML070W,9.77841269841,0.596629033651,0.566041149176
YPR072W,4.50166333999,0.581751999673,0.573388625505
YMR108W,20.5944798301,0.574287363999,0.565551508727
YCR091W,0.227937468482,0.348455169409,0.358526363871
YER062C,16.202443281,0.648871715096,0.279417650211
YDR244W,1.26160337553,0.421297806582,0.432843582223
YER189W,3.05291005291,0.601408096571,0.685124401855
YDL137W,59.5765027322,0.428938016411,0.471837882741
YGR271W,0.841544374563,0.487715065372,0.489152455832
YDR233C,27.7697740113,0.533911972131,0.557894630277
YGR071C,0.396171452351,0.425628694648,0.453423417345
YCR106W,0.153083225528,0.279536118604,0.330120461448
YER109C,0.00373831775701,0.0857379244613,0.0963315667526
YDR489W,0.787234042553,0.491409020277,0.610223226814
YPL282C,0.273015873016,0.304782966766,0.22082588207
YPR049C,0.336610068514,0.325677907984,0.373387020164
YDL057W,0.666666666667,0.441425252281,0.365302634922
YGR257C,0.626492942454,0.40495132111,0.373021611153
YPL235W,8.30987055016,0.559083138527,0.536273475071
YLR155C,0.229922992299,0.185217381951,0.139404098517
YBL087C,443.585470085,0.753567657469,0.678961779544
YJL132W,0.22190062711,0.26945243878,0.336787903188
YGL190C,2.35260528194,0.51297955509,0.425842572183
YBR110W,1.79316239316,0.520252154072,0.456696794326
YDR144C,3.61638733706,0.570185423074,0.483084043795
YFL046W,2.17342342342,0.494329802457,0.583346704795
YOR103C,8.55855855856,0.654347024468,0.654447198053
YKL137W,7.44871794872,0.673245059037,0.686720044966
YDR447C,368.0,0.597008254903,0.494376849616
YAL061W,1.21880819367,0.409236946091,0.445226955611
YPR145W,31.9473684211,0.62886818151,0.631014523941
YJL063C,3.48044692737,0.585769981616,0.573511498636
YMR149W,6.99118942731,0.569680468866,0.522604818932
YIR010W,0.794326241135,0.459644775208,0.456565828391
YDR331W,2.63257575758,0.527437523983,0.513317100254
YJL114W,0.10379241517,0.153658856339,0.236952436307
YKR044W,0.354166666667,0.379193360926,0.382924312602
YLR433C,1.92712550607,0.581977372107,0.506961906223
YMR068W,0.173478655767,0.296095810181,0.426685788701
YLR157C-A,275.006124234,0.686232317658,0.625388514294
YLR157C-B,95.2952044025,0.427287930832,0.314052995758
YER032W,0.69400244798,0.473523530151,0.584063633462
YJR070C,25.3032581454,0.523425008779,0.502248981713
YGL005C,1.14545454545,0.441705739939,0.459307938903
YHR043C,3.59180035651,0.567381941908,0.536197331166
YDL111C,3.02103559871,0.629466828876,0.571476634881
YMR133W,0.000903342366757,-0.0327881372997,-0.0314673061329
YPL007C,0.69943289225,0.379766231578,0.425121744163
YKL159C,0.901315789474,0.524277671415,0.762267803536
YDR507C,2.56386580486,0.550441625178,0.481406751408
YLR138W,1.08747300216,0.39382664513,0.370075075413
YBR101C,5.17316017316,0.541298135492,0.589053674682
YLR396C,0.785864978903,0.46377622284,0.451611648918
YBR245C,3.23613707165,0.608483148909,0.489506305833
YJL216C,0.014687100894,0.0216357745497,0.0222908402748
YLL029W,2.94589371981,0.545705363492,0.498078204768
YBR210W,2.35742971888,0.532537251311,0.516192303601
YPL103C,0.663406682967,0.44031885216,0.402146959116
YIL103W,1.80965391621,0.542293864154,0.543591644144
YIL152W,0.579545454545,0.375555474309,0.543220241271
YDR341C,19.4069343066,0.549653330329,0.522891973441
YJR096W,1.77877428999,0.5057844073,0.527477212477
YGR143W,0.945692883895,0.460185120717,0.39978516868
YGR112W,0.683838383838,0.475033654298,0.372883639328
YLR256W,2.44975744976,0.522346678191,0.439011096101
YHR174W,1544.25837743,0.529243419257,0.457739912891
YOR012W,0.602564102564,0.548055672469,0.617456515554
YHR062C,2.21794871795,0.557207610859,0.5891552001
YDL213C,6.75702811245,0.480542591254,0.379923084415
YDR317W,0.223474178404,0.4272441357,0.391437341945
YDR478W,0.805755395683,0.536574254868,0.421094808719
YNL106C,0.468861209964,0.394299848936,0.423542873917
YOR378W,0.159356725146,0.255009134139,0.264620132232
YFR015C,0.735490498202,0.41251694168,0.382904770104
YMR230W,326.934782609,0.569041011409,0.625511503383
YIL092W,0.159698025552,0.278487304374,0.306685524457
YAR009C,37.6270888303,0.563235084374,0.507945923869
YLR321C,3.55040871935,0.535069493468,0.488469515438
YGR052W,0.136559139785,0.17329111198,0.168804075171
YJR161C,5.79218106996,0.431584503192,0.410254527615
YOR278W,0.854938271605,0.484558312881,0.495649039282
YNL085W,5.66666666667,0.602243452628,0.564604894246
YGL061C,1.76595744681,0.274550376671,0.309371050222
YPL210C,4.38267355135,0.629855956602,0.601698455898
YOR087W,1.4420995671,0.543451126347,0.507368936136
YGL234W,20.4504262001,0.589822748897,0.569371354256
YOR347C,2.03355704698,0.580551839624,0.580232920299
YPR093C,0.521106259098,0.379691225268,0.377804895725
YAL029C,0.978045325779,0.456776471005,0.396529391255
YOL155C,3.54478707783,0.513407547474,0.246408677085
YDR421W,0.331088664422,0.36542638158,0.408217421076
YGL171W,3.40594059406,0.525875778762,0.501285811148
YDR294C,2.91383647799,0.561461604649,0.542083165306
YHR135C,4.90396659708,0.579151106848,0.52670425726
YBR181C,521.781544256,0.553387432124,0.457461468887
YOR078W,5.21935483871,0.600382284663,0.515888634154
YOR243C,4.09670448406,0.542314768939,0.541083561373
YMR165C,0.902864259029,0.451204008511,0.499047996467
YCR005C,4.14463840399,0.59453699378,0.649891691901
YGR296W,2.20925925926,0.432131779023,0.399982380298
YPR055W,0.890656063618,0.508801694824,0.526785501631
YHR037W,3.89211886305,0.541069332373,0.529122642724
YLR032W,0.757357357357,0.470955543641,0.456788610136
YLR089C,4.7210756723,0.58275916146,0.473609290874
YBL027W,506.8,0.654969083205,0.597804253484
YOL060C,1.37867078825,0.528917567892,0.534034884133
YNL208W,42.9952380952,0.514465720229,0.523840924745
YNL232W,4.02575107296,0.65665019638,0.648641119227
YDL076C,1.75744680851,0.501985811956,0.418767890672
YDR120C,4.40965427267,0.567782636198,0.469650263082
YJL192C,9.18095238095,0.629261928462,0.584720881936
YLR054C,0.0390977443609,0.197991132183,0.193194406463
YLR009W,12.4666666667,0.541763286862,0.412810578006
YDR063W,7.18888888889,0.75381237584,0.768676365773
YGR238C,0.22640745241,0.321125634004,0.294441985753
YLR423C,0.451582867784,0.357350110635,0.162828044275
YLR105C,0.490566037736,0.347703609705,0.340584591678
YML091C,0.496062992126,0.358809024673,0.445486221985
YHR191C,2.93243243243,0.429215550702,0.443581634434
YDL098C,1.53333333333,0.420330258344,0.398636063621
YKR005C,0.0243204577969,0.134207197902,0.166624050597
YMR143W,336.083333333,0.458089076556,0.457222938796
YCR063W,0.962585034014,0.319874851999,0.301062483124
YNL189W,14.5003450656,0.539225782238,0.450605769826
YCL047C,1.66331658291,0.510585103503,0.417437836395
YGL122C,8.46137339056,0.670577796469,0.40701257205
YDL018C,2.99196787149,0.603333318096,0.532189640599
YOR120W,0.795783926219,0.451535065741,0.353392995371
YPR160W,1.54487939897,0.499654491871,0.429072106855
YBL060W,0.462314225053,0.37214814593,0.318656003723
YBR019C,0.0130208333333,0.0891028942176,0.0319060503622
YKL056C,217.651234568,0.448946442086,0.39728232056
YPL068C,0.830484330484,0.496583661694,0.515698376903
YJR057W,2.68577494692,0.450781151469,0.347916610706
YKL178C,0.162206001622,0.270633592814,0.249573634032
YLR377C,0.0080738177624,0.0617813349804,0.112908702271
YBL063W,0.427439797212,0.399954391579,0.409749781894
YAL059W,4.60566448802,0.591459343385,0.503650578411
YNL007C,29.5051194539,0.581702655208,0.519874667189
YPL148C,0.14406779661,0.31527910314,0.314145021777
YJR137C,1.61701614847,0.517942179179,0.477478698276
YDR397C,6.77011494253,0.650160801661,0.565777896538
YMR021C,0.826815642458,0.478648293042,0.632731069662
YMR074C,10.8410852713,0.475157671249,0.458941512926
YDR378C,7.20987654321,0.289381372536,0.32890400159
YJR039W,0.134651600753,0.270580799904,0.347347670107
YOR104W,0.90134529148,0.456020836651,0.439051744212
YFL009W,1.47824074074,0.527667110577,0.473925111197
YLR297W,0.57619047619,0.596528134473,0.630085649119
YDR216W,0.257911392405,0.35597987598,0.38920985331
YIL120W,0.0661375661376,0.123769613675,0.0814958411437
YNL021W,1.69397217929,0.55561211966,0.495347396402
YGR095C,3.36382113821,0.632043383613,0.62093766183
YCL027W,0.625459896983,0.467580774103,0.416114548038
YHR029C,3.20425531915,0.616639665085,0.548600775379
YAL033W,2.5730994152,0.672852352248,0.510445459987
YBR284W,0.0582655826558,0.206502210293,0.227249095028
YNR036C,10.3829787234,0.407274265587,0.363788470357
YNR049C,1.98675496689,0.406527371429,0.400726913936
YDR192C,1.60736747529,0.570631044906,0.56780375755
YOL112W,0.355658198614,0.396565956968,0.316730166977
YML109W,0.709701774254,0.484465963157,0.413042198731
YOL083W,0.24268177526,0.352736819024,0.441787275777
YNL251C,3.92118863049,0.560701048465,0.488648418984
YBL004W,1.94207066557,0.49761950044,0.494787235714
YBR164C,10.5967741935,0.60898501637,0.481660991088
YHR074W,3.73129770992,0.574317225599,0.554768057824
YDR464W,0.734738372093,0.417085858258,0.391173906166
YFR030W,1.08879781421,0.476976926431,0.477152553669
YBR131W,0.382945736434,0.434928506447,0.403224543094
YKL078W,0.915680473373,0.445428143021,0.460048222763
YIL055C,0.207159624413,0.330149480944,0.356846731703
YPL053C,3.59603789836,0.612210760625,0.534711987319
YLR351C,6.96264367816,0.575764862121,0.51224896923
YNR014W,0.675381263617,0.49793878432,0.590141949284
YGR027W-A,269.058617673,0.663346870072,0.593958673652
YER125W,6.43911111111,0.59382654515,0.421611504146
YER152C,1.73003472222,0.49871685489,0.543204948733
YLR015W,0.881165919283,0.407367889566,0.339811120221
YHR116W,1.36231884058,0.373341405815,0.284059775957
YPL259C,1.56971153846,0.55264348074,0.487646926736
YGR093W,1.21056547619,0.546251421227,0.529497678876
YDL037C,0.00123915737299,0.0212417419042,-0.00151406005044
YHL043W,0.00600600600601,0.0507303973548,0.1700036585
YPR070W,0.738330046022,0.479995365802,0.493258504636
YOR386W,0.515151515152,0.434241216444,0.452064437072
YAR042W,1.27930321819,0.451377208941,0.424794344904
YPR198W,1.34710743802,0.55266784475,0.508275830641
YHL038C,0.503210741389,0.402478324748,0.484394030815
YLL053C,0.00358422939068,0.174763761117,0.334736852504
YDR425W,0.54593639576,0.397594620052,0.33791071031
YML076C,0.491902071563,0.410591051596,0.444560557429
YKR060W,1.93953488372,0.380403263344,0.326447090217
YER069W,0.762437810945,0.461922058466,0.484460152649
YMR091C,4.7304964539,0.594153576479,0.568531519227
YER012W,14.6450839329,0.389477679895,0.356681683022
YHR098C,3.95708812261,0.565303569545,0.597375270585
YDL135C,14.4335664336,0.661558665501,0.685882625239
YCR093W,2.8897022938,0.551895020107,0.482068300826
YGR273C,0.00869565217391,0.077239138647,0.0166969814964
YBR069C,7.50416666667,0.612930018094,0.67251716003
YGR077C,0.417610062893,0.382815398068,0.421996365492
YCR104W,0.251282051282,0.116986716577,0.138378865968
YDR512C,5.671875,0.234936435086,0.177127882212
YGR255C,1.34444444444,0.495326541554,0.457652609073
YDL051W,14.8317901235,0.724197103831,0.649166303995
YBL102W,4.03632478632,0.707060612986,0.550393996175
YPL237W,26.2345132743,0.52361035798,0.451486041099
YLR120C,2.75882352941,0.523866061921,0.478461909672
YEL043W,0.723522853958,0.472507733409,0.394579891392
YNL068C,0.939809049398,0.474733957124,0.489616223993
YBL002W,142.930555556,0.598321381793,0.520492842906
YDR146C,2.14512820513,0.623475126895,0.712507043843
YBR112C,16.1073134877,0.589830460588,0.366490687168
YBL081W,13.6396979504,0.4509515864,-0.0729496765921
YFL040W,0.001386001386,0.0700374340087,0.0572487642836
YNL326C,0.679903730445,0.497141174379,0.701273554899
YDR337W,3.08223201175,0.501422626822,0.678501577456
YJL061W,1.88175331295,0.546963125362,0.463699242323
YPR147C,2.41904761905,0.517725951047,0.576498685307
YDR441C,2.82240437158,0.55626693648,0.629315575277
YPL094C,9.40930232558,0.625589800429,0.61198247344
YPL023C,2.26031215162,0.549598060725,0.503453113913
YDR231C,1.69863013699,0.524892585075,0.357255808858
YJL112W,0.588295165394,0.329980456785,0.355253629579
YFL066C,1.72472472472,0.540165790552,0.581805670391
YNL193W,0.895791583166,0.504609094618,0.494871280117
YML058W,51.4592592593,0.750971738898,0.683545547842
YBR188C,2.10699588477,0.638673428715,0.565349311425
YER034W,2.28571428571,0.624736856185,0.521931689195
YJR076C,6.11797752809,0.622132587382,0.533359874706
YKL157W,7.65285554311,0.559643106891,0.540685053871
YBR003W,1.28582930757,0.404726472781,0.500141840772
YPR129W,7.63448275862,0.585554218472,0.644927763931
YDL113C,0.763625932301,0.452729464606,0.483741529097
YMR135C,0.638047138047,0.480578561093,0.399006045697
YPL005W,0.145033516149,0.311225870174,0.379172770208
YBR247C,4.43553459119,0.4600841517,0.347507374114
YLR185W,655.287356322,0.285714285714,0.120164557424
YJL210W,0.770440251572,0.500956024877,0.402276330328
